Location,Estate,Latitude,Longitude,Price,Saleable,Area,Floor_level,Transaction_price,Square_feet,Discount_rate,Assignment_date,Credit_level,Credit_value
HONG KONG ISLAND & ISLANDS (1),WAH KWAI ESTATE,22.25011,114.14024,747600,41,443,L,18234,1688,86,4/1/2023,0,0
TAI PO  NORTH & SHATIN (2),TAI WO ESTATE,22.45201,114.16259,645400,35,381,H,18440,1694,20,5/1/2023,0,0
TUEN MUN & YUEN LONG (2),LONG PING ESTATE,22.44908,114.02275,500300,35,381,L,14294,1313,19,6/1/2023,0,0
HONG KONG ISLAND & ISLANDS (2),TSUI WAN ESTATE,22.26825,114.24061,665900,37,397,M,17997,1677,19,13/1/2023,0,0
KOWLOON WEST & SAI KUNG (1),LEI CHENG UK ESTATE,22.33921,114.16013,760000,36,385,M,21111,1974,19,14/1/2023,0,0
KOWLOON WEST & SAI KUNG (1),LEI CHENG UK ESTATE,22.33921,114.16013,760000,36,385,M,21111,1974,19,15/1/2023,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (1),LOWER WONG TAI SIN (1) ESTATE,22.33831,114.1954,462500,22,241,M,21023,1919,18,16/1/2023,0,0
TAI PO  NORTH & SHATIN (3),YIU ON ESTATE,22.41887,114.23029,592700,35,376,M,16934,1576,19,17/1/2023,0,0
TUEN MUN & YUEN LONG (2),LONG PING ESTATE,22.44908,114.02275,419100,33,358,M,12700,1171,19,18/1/2023,0,0
TUEN MUN & YUEN LONG (2),LONG PING ESTATE,22.44908,114.02275,406100,33,355,M,12306,1144,84,19/1/2023,0,0
TUEN MUN & YUEN LONG (3),KIN SANG ESTATE,22.40605,113.96994,436700,36,385,H,12131,1134,18,20/1/2023,0,0
HONG KONG ISLAND & ISLANDS (1),FUNG WAH ESTATE,22.2611,114.23152,617600,35,375,H,17646,1647,20,21/1/2023,0,0
HONG KONG ISLAND & ISLANDS (1),WAH KWAI ESTATE,22.25011,114.14024,702100,35,376,L,20060,1867,18,22/1/2023,0,0
TAI PO  NORTH & SHATIN (1),POK HONG ESTATE,22.37493,114.19191,612300,39,424,L,15700,1444,19,23/1/2023,0,0
KOWLOON EAST (2),TSUI PING (NORTH) ESTATE,22.31555,114.22915,401600,26,277,L,15446,1450,82,24/1/2023,0,0
KOWLOON WEST & SAI KUNG (1),NAM CHEONG ESTATE,22.32642,114.15827,762900,35,377,L,21797,2024,21,25/1/2023,0,0
KOWLOON WEST & SAI KUNG (1),NAM CHEONG ESTATE,22.32642,114.15827,732100,33,357,L,22185,2051,21,26/1/2023,0,0
KOWLOON WEST & SAI KUNG (1),LEI CHENG UK ESTATE,22.33921,114.16013,708200,35,376,L,20234,1884,19,27/1/2023,0,0
TAI PO  NORTH & SHATIN (3),KWONG YUEN ESTATE,22.38123,114.21415,536600,35,376,L,15331,1427,18,28/1/2023,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (1),LOWER WONG TAI SIN (1) ESTATE,22.33831,114.1954,636000,35,374,L,18171,1701,18,29/1/2023,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (1),FUNG TAK ESTATE,22.34489,114.20121,694500,36,385,L,19292,1804,18,30/1/2023,0,0
TUEN MUN & YUEN LONG (2),LONG PING ESTATE,22.44908,114.02275,392100,33,355,L,11882,1105,84,31/1/2023,0,0
TUEN MUN & YUEN LONG (2),LONG PING ESTATE,22.44908,114.02275,423400,33,355,L,12830,1193,84,1/2/2023,0,0
TAI PO  NORTH & SHATIN (3),HENG ON ESTATE,22.41583,114.22905,657900,41,443,L,16046,1485,18,2/2/2023,0,0
KOWLOON WEST & SAI KUNG (2),TSUI LAM ESTATE,22.32348,114.24827,687100,35,381,H,19631,1803,20,3/2/2023,0,0
KOWLOON WEST & SAI KUNG (2),TSUI LAM ESTATE,22.32348,114.24827,658800,35,381,H,18823,1729,20,4/2/2023,0,0
KOWLOON EAST (2),CHOI HA ESTATE,22.32603,114.21825,747000,36,385,M,20750,1940,20,6/2/2023,0,0
HONG KONG ISLAND & ISLANDS (2),LEI TUNG ESTATE,22.24077,114.15697,495600,27,287,M,18356,1727,86,7/2/2023,0,0
TAI PO  NORTH & SHATIN (3),FU HENG ESTATE,22.45645,114.17074,533700,35,376,M,15249,1419,20,8/2/2023,0,0
TUEN MUN & YUEN LONG (2),LONG PING ESTATE,22.44908,114.02275,515900,39,424,M,13228,1217,19,9/2/2023,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (1),TUNG TAU (II) ESTATE,22.33306,114.19336,559400,33,358,H,16952,1563,19,10/2/2023,0,0
TAI PO  NORTH & SHATIN (3),FU HENG ESTATE,22.45645,114.17074,648500,38,407,H,17066,1593,20,11/2/2023,0,0
KOWLOON EAST (2),CHOI HA ESTATE,22.32603,114.21825,741900,45,485,L,16487,1530,84,12/2/2023,0,0
HONG KONG ISLAND & ISLANDS (1),FUNG WAH ESTATE,22.2611,114.23152,564800,35,376,L,16137,1502,20,13/2/2023,0,0
KOWLOON EAST (1),TAK TIN ESTATE,22.30976,114.23962,765400,45,485,L,17009,1578,19,14/2/2023,0,0
KOWLOON EAST (1),TAK TIN ESTATE,22.30976,114.23962,785000,45,485,L,17444,1619,19,15/2/2023,0,0
KOWLOON WEST & SAI KUNG (1),LEI CHENG UK ESTATE,22.33921,114.16013,453100,26,277,L,17427,1636,19,16/2/2023,0,0
TAI PO  NORTH & SHATIN (3),FU HENG ESTATE,22.45645,114.17074,557900,35,381,H,15940,1464,20,17/2/2023,0,0
TAI PO  NORTH & SHATIN (2),CHEUNG WAH ESTATE,22.49219,114.1419,330300,26,277,M,12704,1192,86,19/2/2023,0,0
TAI PO  NORTH & SHATIN (2),TAI WO ESTATE,22.45201,114.16259,813400,45,489,M,18076,1663,84,20/2/2023,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (1),CHUK YUEN (NORTH) ESTATE,22.34581,114.19293,854200,45,485,L,18982,1761,19,21/2/2023,0,0
KOWLOON WEST & SAI KUNG (1),NAM CHEONG ESTATE,22.32642,114.15827,891700,41,436,L,21749,2045,21,24/2/2023,0,0
TUEN MUN & YUEN LONG (1),LEUNG KING ESTATE,22.40756,113.96332,538900,45,485,L,11976,1111,83,25/2/2023,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (1),CHUK YUEN (NORTH) ESTATE,22.34581,114.19293,386000,20,217,L,19300,1779,82,28/2/2023,0,0
TAI PO  NORTH & SHATIN (2),TAI WO ESTATE,22.45201,114.16259,752900,45,489,L,16731,1540,19,1/3/2023,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (1),TUNG TAU (II) ESTATE,22.33306,114.19336,830300,41,443,M,20251,1874,19,2/3/2023,0,0
KOWLOON EAST (1),HING TIN ESTATE,22.31285,114.23877,803800,45,485,H,17862,1657,19,5/3/2023,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (1),CHUK YUEN (NORTH) ESTATE,22.34581,114.19293,636800,35,381,L,18194,1671,82,6/3/2023,0,0
TAI PO  NORTH & SHATIN (1),HIN KENG ESTATE,22.36399,114.17324,573900,35,381,M,16397,1506,19,7/3/2023,0,0
KOWLOON EAST (2),TSUI PING (NORTH) ESTATE,22.31555,114.22915,527000,25,267,M,21080,1974,84,10/3/2023,0,0
TAI PO  NORTH & SHATIN (3),FU HENG ESTATE,22.45645,114.17074,707600,45,489,M,15724,1447,19,11/3/2023,0,0
KWAI CHUNG,KWAI HING ESTATE,22.36625,114.13261,757600,46,494,L,16470,1534,19,12/3/2023,0,0
TUEN MUN & YUEN LONG (1),LEUNG KING ESTATE,22.40756,113.96332,630600,51,544,L,12365,1159,83,13/3/2023,0,0
HONG KONG ISLAND & ISLANDS (1),FUNG WAH ESTATE,22.2611,114.23152,633900,35,375,M,18111,1690,81,15/3/2023,0,0
TUEN MUN & YUEN LONG (1),LEUNG KING ESTATE,22.40756,113.96332,401400,34,366,M,11806,1097,18,16/3/2023,0,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,328000,28,296,M,11714,1108,16,17/3/2023,0,0
TAI PO  NORTH & SHATIN (2),CHEUNG WAH ESTATE,22.49219,114.1419,424000,33,358,M,12848,1184,16,18/3/2023,0,0
KOWLOON WEST & SAI KUNG (2),TSUI LAM ESTATE,22.32348,114.24827,538300,32,349,M,16822,1542,21,19/3/2023,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (2),CHEUNG FAT ESTATE,22.36314,114.10348,527300,25,264,H,21092,1997,20,20/3/2023,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (1),FUNG TAK ESTATE,22.34489,114.20121,428300,21,222,H,20395,1929,18,21/3/2023,0,0
TUEN MUN & YUEN LONG (1),LEUNG KING ESTATE,22.40756,113.96332,332500,25,264,H,13300,1259,18,22/3/2023,0,0
KOWLOON WEST & SAI KUNG (2),KING LAM ESTATE,22.31986,114.26158,534100,34,366,L,15709,1459,19,23/3/2023,0,0
KOWLOON EAST (1),TAK TIN ESTATE,22.30976,114.23962,501300,33,351,L,15191,1428,19,24/3/2023,0,0
KOWLOON WEST & SAI KUNG (1),NAM CHEONG ESTATE,22.32642,114.15827,522900,25,267,L,20916,1958,21,25/3/2023,0,0
TUEN MUN & YUEN LONG (2),LONG PING ESTATE,22.44908,114.02275,412000,34,366,L,12118,1126,19,26/3/2023,0,0
KOWLOON WEST & SAI KUNG (2),KING LAM ESTATE,22.31986,114.26158,538300,32,349,L,16822,1542,18,27/3/2023,0,0
TUEN MUN & YUEN LONG (2),LONG PING ESTATE,22.44908,114.02275,395600,32,349,L,12363,1134,19,28/3/2023,0,0
TUEN MUN & YUEN LONG (2),LONG PING ESTATE,22.44908,114.02275,414400,32,349,L,12950,1187,19,29/3/2023,0,0
TUEN MUN & YUEN LONG (1),LEUNG KING ESTATE,22.40756,113.96332,464900,35,381,M,13283,1220,18,30/3/2023,0,0
TAI PO  NORTH & SHATIN (2),TIN PING ESTATE,22.50348,114.13229,526400,35,381,M,15040,1382,20,31/3/2023,0,0
TUEN MUN & YUEN LONG (2),LONG PING ESTATE,22.44908,114.02275,492300,35,381,L,14066,1292,19,1/4/2023,0,0
KOWLOON WEST & SAI KUNG (2),PO LAM ESTATE,22.32592,114.25309,460600,35,381,L,13160,1209,16,2/4/2023,0,0
HONG KONG ISLAND & ISLANDS (2),LEI TUNG ESTATE,22.24077,114.15697,516100,27,294,M,19115,1755,16,3/4/2023,0,0
HONG KONG ISLAND & ISLANDS (2),LEI TUNG ESTATE,22.24077,114.15697,513700,27,294,H,19026,1747,16,4/4/2023,0,0
TAI PO  NORTH & SHATIN (3),FU SHIN ESTATE,22.453,114.17556,446700,27,286,H,16544,1562,20,5/4/2023,0,0
KOWLOON WEST & SAI KUNG (2),TSUI LAM ESTATE,22.32348,114.24827,552300,34,366,L,16244,1509,21,6/4/2023,0,0
TAI PO  NORTH & SHATIN (1),POK HONG ESTATE,22.37493,114.19191,407400,26,283,L,15669,1440,19,7/4/2023,0,0
TUEN MUN & YUEN LONG (1),LEUNG KING ESTATE,22.40756,113.96332,388800,34,366,L,11435,1062,18,8/4/2023,0,0
TUEN MUN & YUEN LONG (2),LONG PING ESTATE,22.44908,114.02275,396400,32,349,L,12388,1136,19,9/4/2023,0,0
TUEN MUN & YUEN LONG (1),LEUNG KING ESTATE,22.40756,113.96332,451300,35,381,L,12894,1185,18,10/4/2023,0,0
TAI PO  NORTH & SHATIN (2),CHEUNG WAH ESTATE,22.49219,114.1419,455500,35,381,L,13014,1196,16,11/4/2023,0,0
KOWLOON WEST & SAI KUNG (1),LEI CHENG UK ESTATE,22.33921,114.16013,438300,26,277,M,16858,1582,19,13/4/2023,0,0
HONG KONG ISLAND & ISLANDS (2),LEI TUNG ESTATE,22.24077,114.15697,525100,27,294,M,19448,1786,16,14/4/2023,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (1),TUNG TAU (II) ESTATE,22.33306,114.19336,474900,22,241,M,21586,1971,82,15/4/2023,0,0
HONG KONG ISLAND & ISLANDS (2),LEI TUNG ESTATE,22.24077,114.15697,533800,28,296,H,19064,1803,16,16/4/2023,0,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,323600,28,296,H,11557,1093,16,17/4/2023,0,0
KOWLOON EAST (2),TSUI PING (NORTH) ESTATE,22.31555,114.22915,547100,32,349,L,17097,1568,19,18/4/2023,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (2),CHEUNG FAT ESTATE,22.36314,114.10348,510800,32,349,L,15963,1464,20,19/4/2023,0,0
KOWLOON WEST & SAI KUNG (2),TSUI LAM ESTATE,22.32348,114.24827,513800,32,349,L,16056,1472,21,20/4/2023,0,0
KWAI CHUNG,KWAI HING ESTATE,22.36625,114.13261,419800,25,267,M,16792,1572,19,22/4/2023,0,0
HONG KONG ISLAND & ISLANDS (2),LEI TUNG ESTATE,22.24077,114.15697,498400,28,296,M,17800,1684,16,23/4/2023,0,0
HONG KONG ISLAND & ISLANDS (2),LEI TUNG ESTATE,22.24077,114.15697,520200,27,294,M,19267,1769,16,24/4/2023,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (1),TUNG TAU (II) ESTATE,22.33306,114.19336,507200,25,267,M,20288,1900,19,25/4/2023,0,0
TAI PO  NORTH & SHATIN (3),FU SHIN ESTATE,22.453,114.17556,443600,27,294,M,16430,1509,20,26/4/2023,0,0
TAI PO  NORTH & SHATIN (3),FU SHIN ESTATE,22.453,114.17556,435500,27,294,M,16130,1481,20,27/4/2023,0,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,316400,27,287,M,11719,1102,16,28/4/2023,0,0
KOWLOON WEST & SAI KUNG (1),LEI CHENG UK ESTATE,22.33921,114.16013,456200,26,277,L,17546,1647,82,29/4/2023,0,0
TAI PO  NORTH & SHATIN (3),FU HENG ESTATE,22.45645,114.17074,520400,36,385,L,14456,1352,20,30/4/2023,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (1),LOWER WONG TAI SIN (1) ESTATE,22.33831,114.1954,452300,22,241,L,20559,1877,19,1/5/2023,0,0
TAI PO  NORTH & SHATIN (2),CHEUNG WAH ESTATE,22.49219,114.1419,318700,26,277,L,12258,1151,86,2/5/2023,0,0
TUEN MUN & YUEN LONG (1),LEUNG KING ESTATE,22.40756,113.96332,363200,32,349,L,11350,1041,18,3/5/2023,0,0
TAI PO  NORTH & SHATIN (3),FU HENG ESTATE,22.45645,114.17074,476700,32,349,L,14897,1366,20,4/5/2023,0,0
KOWLOON WEST & SAI KUNG (2),TSUI LAM ESTATE,22.32348,114.24827,546100,32,349,L,17066,1565,21,5/5/2023,0,0
TUEN MUN & YUEN LONG (2),LONG PING ESTATE,22.44908,114.02275,412100,32,349,L,12878,1181,19,6/5/2023,0,0
TUEN MUN & YUEN LONG (1),LEUNG KING ESTATE,22.40756,113.96332,446100,35,381,L,12746,1171,18,7/5/2023,0,0
TAI PO  NORTH & SHATIN (2),TIN PING ESTATE,22.50348,114.13229,512100,35,381,L,14631,1344,20,8/5/2023,0,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,405100,35,381,L,11574,1063,16,9/5/2023,0,0
TAI PO  NORTH & SHATIN (1),POK HONG ESTATE,22.37493,114.19191,420200,26,277,M,16162,1517,19,12/5/2023,0,0
TAI PO  NORTH & SHATIN (3),KWONG YUEN ESTATE,22.38123,114.21415,379500,25,264,M,15180,1438,18,13/5/2023,0,0
HONG KONG ISLAND & ISLANDS (2),LEI TUNG ESTATE,22.24077,114.15697,472800,27,287,L,17511,1647,16,14/5/2023,0,0
KOWLOON WEST & SAI KUNG (1),LEI CHENG UK ESTATE,22.33921,114.16013,435000,26,277,L,16731,1570,19,15/5/2023,0,0
KOWLOON WEST & SAI KUNG (2),TSUI LAM ESTATE,22.32348,114.24827,532100,33,355,L,16124,1499,21,16/5/2023,0,0
TAI PO  NORTH & SHATIN (2),WAH MING ESTATE,22.48455,114.14015,482200,35,376,L,13777,1282,82,17/5/2023,0,0
TUEN MUN & YUEN LONG (2),LONG PING ESTATE,22.44908,114.02275,414800,33,355,L,12570,1168,19,18/5/2023,0,0
KOWLOON WEST & SAI KUNG (2),TSUI LAM ESTATE,22.32348,114.24827,509000,32,349,L,15906,1458,21,19/5/2023,0,0
TUEN MUN & YUEN LONG (2),LONG PING ESTATE,22.44908,114.02275,383900,32,349,L,11997,1100,19,20/5/2023,0,0
TUEN MUN & YUEN LONG (2),LONG PING ESTATE,22.44908,114.02275,393700,32,349,L,12303,1128,19,21/5/2023,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (2),CHEUNG FAT ESTATE,22.36314,114.10348,514300,25,264,M,20572,1948,20,22/5/2023,0,0
TAI PO  NORTH & SHATIN (2),CHEUNG WAH ESTATE,22.49219,114.1419,478800,39,423,M,12277,1132,86,23/5/2023,0,0
TUEN MUN & YUEN LONG (3),KIN SANG ESTATE,22.40605,113.96994,378500,38,407,L,9961,930,18,24/5/2023,0,0
TUEN MUN & YUEN LONG (3),TIN KING ESTATE,22.40587,113.96399,376900,33,355,M,11421,1062,18,27/5/2023,0,0
KOWLOON WEST & SAI KUNG (1),LEI CHENG UK ESTATE,22.33921,114.16013,441700,26,277,M,16988,1595,19,28/5/2023,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (2),CHEUNG FAT ESTATE,22.36314,114.10348,430000,20,217,M,21500,1982,20,29/5/2023,0,0
HONG KONG ISLAND & ISLANDS (2),LEI TUNG ESTATE,22.24077,114.15697,572700,28,296,H,20454,1935,16,30/5/2023,0,0
TAI PO  NORTH & SHATIN (1),POK HONG ESTATE,22.37493,114.19191,418600,26,277,L,16100,1511,19,31/5/2023,0,0
TAI PO  NORTH & SHATIN (1),POK HONG ESTATE,22.37493,114.19191,409100,26,277,L,15735,1477,19,1/6/2023,0,0
TUEN MUN & YUEN LONG (3),TIN KING ESTATE,22.40587,113.96399,353500,32,349,L,11047,1013,18,2/6/2023,0,0
KOWLOON EAST (1),HING TIN ESTATE,22.31285,114.23877,741600,41,443,H,18088,1674,83,3/6/2023,0,0
TAI PO  NORTH & SHATIN (2),TIN PING ESTATE,22.50348,114.13229,569900,35,381,M,16283,1496,81,4/6/2023,0,0
TAI PO  NORTH & SHATIN (2),TAI WO ESTATE,22.45201,114.16259,579200,35,381,L,16549,1520,20,5/6/2023,0,0
HONG KONG ISLAND & ISLANDS (2),TSUI WAN ESTATE,22.26825,114.24061,641300,36,385,M,17814,1666,82,7/6/2023,0,0
TAI PO  NORTH & SHATIN (2),WAN TAU TONG ESTATE,22.44275,114.16876,306200,20,217,M,15310,1411,18,8/6/2023,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (1),CHUK YUEN (NORTH) ESTATE,22.34581,114.19293,515400,24,263,H,21475,1960,19,9/6/2023,0,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,321600,27,294,H,11911,1094,16,10/6/2023,0,0
TAI PO  NORTH & SHATIN (3),FU SHIN ESTATE,22.453,114.17556,423000,27,286,L,15667,1479,20,11/6/2023,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (1),LOWER WONG TAI SIN (1) ESTATE,22.33831,114.1954,670500,35,376,L,19157,1783,83,12/6/2023,0,0
TAI PO  NORTH & SHATIN (2),TIN PING ESTATE,22.50348,114.13229,420100,33,355,L,12730,1183,81,13/6/2023,0,0
TUEN MUN & YUEN LONG (2),LONG PING ESTATE,22.44908,114.02275,464500,39,423,L,11910,1098,84,14/6/2023,0,0
TAI PO  NORTH & SHATIN (2),CHEUNG WAH ESTATE,22.49219,114.1419,329900,26,277,M,12688,1191,16,16/6/2023,0,0
TUEN MUN & YUEN LONG (3),TIN KING ESTATE,22.40587,113.96399,394500,32,349,M,12328,1130,18,17/6/2023,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (2),CHEUNG FAT ESTATE,22.36314,114.10348,435800,20,217,H,21790,2008,20,18/6/2023,0,0
TAI PO  NORTH & SHATIN (2),TAI WO ESTATE,22.45201,114.16259,438000,25,264,H,17520,1659,20,19/6/2023,0,0
TAI PO  NORTH & SHATIN (3),FU SHIN ESTATE,22.453,114.17556,442500,27,294,H,16389,1505,20,20/6/2023,0,0
KOWLOON WEST & SAI KUNG (1),LEI CHENG UK ESTATE,22.33921,114.16013,415700,26,277,L,15988,1501,19,21/6/2023,0,0
KOWLOON WEST & SAI KUNG (1),LEI CHENG UK ESTATE,22.33921,114.16013,463200,26,277,L,17815,1672,82,22/6/2023,0,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,300300,28,296,L,10725,1015,86,23/6/2023,0,0
TAI PO  NORTH & SHATIN (3),FU SHIN ESTATE,22.453,114.17556,434000,27,294,L,16074,1476,20,24/6/2023,0,0
KOWLOON WEST & SAI KUNG (2),TSUI LAM ESTATE,22.32348,114.24827,512700,32,349,L,16022,1469,21,25/6/2023,0,0
HONG KONG ISLAND & ISLANDS (2),LEI TUNG ESTATE,22.24077,114.15697,488700,27,294,M,18100,1662,16,1/7/2023,0,0
HONG KONG ISLAND & ISLANDS (2),LEI TUNG ESTATE,22.24077,114.15697,513400,27,287,M,19015,1789,16,2/7/2023,0,0
TAI PO  NORTH & SHATIN (2),TAI WO ESTATE,22.45201,114.16259,437000,25,264,M,17480,1655,20,3/7/2023,0,0
KOWLOON WEST & SAI KUNG (1),LEI CHENG UK ESTATE,22.33921,114.16013,415700,26,277,L,15988,1501,19,4/7/2023,0,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,314900,28,296,L,11246,1064,16,5/7/2023,0,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,339100,35,381,L,9689,890,86,6/7/2023,0,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,318600,28,296,M,11379,1076,16,8/7/2023,0,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,330800,28,296,H,11814,1118,16,9/7/2023,0,0
TAI PO  NORTH & SHATIN (3),FU SHIN ESTATE,22.453,114.17556,439900,27,292,H,16293,1507,20,10/7/2023,0,0
HONG KONG ISLAND & ISLANDS (2),LEI TUNG ESTATE,22.24077,114.15697,506100,28,296,L,18075,1710,16,11/7/2023,0,0
HONG KONG ISLAND & ISLANDS (2),LEI TUNG ESTATE,22.24077,114.15697,424400,28,296,L,15157,1434,16,12/7/2023,0,0
KOWLOON WEST & SAI KUNG (1),NAM CHEONG ESTATE,22.32642,114.15827,514100,25,267,L,20564,1925,21,13/7/2023,0,0
KOWLOON WEST & SAI KUNG (1),LEI CHENG UK ESTATE,22.33921,114.16013,463200,26,277,L,17815,1672,82,14/7/2023,0,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,429000,39,423,L,11000,1014,86,15/7/2023,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (1),TUNG TAU (II) ESTATE,22.33306,114.19336,422000,26,277,L,16231,1523,82,16/7/2023,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (1),FUNG TAK ESTATE,22.34489,114.20121,783200,41,443,L,19102,1768,82,17/7/2023,0,0
HONG KONG ISLAND & ISLANDS (1),FUNG WAH ESTATE,22.2611,114.23152,667300,38,407,M,17561,1640,20,20/7/2023,0,0
TAI PO  NORTH & SHATIN (2),TAI WO ESTATE,22.45201,114.16259,432800,25,264,H,17312,1639,20,21/7/2023,0,0
KOWLOON WEST & SAI KUNG (1),LEI CHENG UK ESTATE,22.33921,114.16013,436100,26,277,L,16773,1574,19,22/7/2023,0,0
TAI PO  NORTH & SHATIN (2),WAH MING ESTATE,22.48455,114.14015,344000,25,264,L,13760,1303,19,23/7/2023,0,0
KOWLOON EAST (1),TAK TIN ESTATE,22.30976,114.23962,464700,25,265,M,18588,1754,19,25/7/2023,0,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,324200,27,294,M,12007,1103,86,26/7/2023,0,0
HONG KONG ISLAND & ISLANDS (2),LEI TUNG ESTATE,22.24077,114.15697,481100,28,296,L,17182,1625,16,27/7/2023,0,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,325200,27,287,M,12044,1133,16,31/7/2023,0,0
TAI PO  NORTH & SHATIN (1),POK HONG ESTATE,22.37493,114.19191,408100,26,277,L,15696,1473,82,1/8/2023,0,0
KOWLOON WEST & SAI KUNG (1),NAM CHEONG ESTATE,22.32642,114.15827,540200,25,267,L,21608,2023,21,2/8/2023,0,0
KOWLOON WEST & SAI KUNG (1),LEI CHENG UK ESTATE,22.33921,114.16013,425900,26,277,L,16381,1538,19,3/8/2023,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (1),CHUK YUEN (NORTH) ESTATE,22.34581,114.19293,458900,24,263,L,19121,1745,19,4/8/2023,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (1),TUNG TAU (II) ESTATE,22.33306,114.19336,419100,26,284,L,16119,1476,19,5/8/2023,0,0
HONG KONG ISLAND & ISLANDS (1),WAH KWAI ESTATE,22.25011,114.14024,705500,36,385,M,19597,1832,18,7/8/2023,0,0
HONG KONG ISLAND & ISLANDS (2),TSUI WAN ESTATE,22.26825,114.24061,635200,35,376,M,18149,1689,19,8/8/2023,0,0
KOWLOON WEST & SAI KUNG (2),KING LAM ESTATE,22.31986,114.26158,591100,33,355,M,17912,1665,18,9/8/2023,0,0
HONG KONG ISLAND & ISLANDS (2),LEI TUNG ESTATE,22.24077,114.15697,498700,27,294,M,18470,1696,86,10/8/2023,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (1),LOWER WONG TAI SIN (1) ESTATE,22.33831,114.1954,530900,25,267,M,21236,1988,18,11/8/2023,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (1),FUNG TAK ESTATE,22.34489,114.20121,558100,32,349,M,17441,1599,18,12/8/2023,0,0
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,448600,39,424,H,11503,1058,16,13/8/2023,0,0
TAI PO  NORTH & SHATIN (3),FU SHIN ESTATE,22.453,114.17556,455200,27,286,H,16859,1592,20,14/8/2023,0,0
TAI PO  NORTH & SHATIN (1),POK HONG ESTATE,22.37493,114.19191,398200,26,277,L,15315,1438,19,15/8/2023,0,0
KOWLOON EAST (1),TAK TIN ESTATE,22.30976,114.23962,823200,45,482,L,18293,1708,19,16/8/2023,0,0
KOWLOON EAST (2),TSUI PING (NORTH) ESTATE,22.31555,114.22915,556900,44,476,L,12657,1170,19,17/8/2023,0,0
KOWLOON WEST & SAI KUNG (1),NAM CHEONG ESTATE,22.32642,114.15827,689700,35,377,L,19706,1829,21,18/8/2023,0,0
TUEN MUN & YUEN LONG (1),LEUNG KING ESTATE,22.40756,113.96332,402800,33,355,L,12206,1135,18,19/8/2023,0,0
TUEN MUN & YUEN LONG (1),LEUNG KING ESTATE,22.40756,113.96332,373400,33,355,L,11315,1052,18,20/8/2023,0,0
WONG TAI SIN  TSING YI & TSUEN WAN (1),LOWER WONG TAI SIN (1) ESTATE,22.33831,114.1954,705100,33,357,L,21367,1975,18,21/8/2023,0,0
TUEN MUN & YUEN LONG (3),TIN KING ESTATE,22.40587,113.96399,518400,41,443,L,12644,1170,18,22/8/2023,0,0
TAI PO  NORTH & SHATIN (3),YIU ON ESTATE,22.41887,114.23029,625200,41,443,L,15249,1411,19,23/8/2023,0,0
TAI PO  NORTH & SHATIN (2),CHEUNG WAH ESTATE,22.49219,114.1419,553300,41,443,M,13495,1249,86,24/8/2023,0,0
TAI PO  NORTH & SHATIN (2),WAH MING ESTATE,22.48455,114.14015,578000,41,443,L,14098,1305,18,25/8/2023,0,0
