Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeStatus,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Allowance,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager
40,No,Travel_Rarely,Research & Development,2,4,Life Sciences,Active,788,Male,3,Laboratory Technician,Divorced,15468,2,1860,18,8,1,8,3,3,1,2
34,No,Travel_Rarely,Sales,2,3,Marketing,Active,322,Male,1,Sales Representative,Single,34664,1,1860,12,8,0,6,2,6,1,3
34,No,Travel_Frequently,Sales,14,4,Medical,Active,663,Female,3,Research Technician,Divorced,7908,4,1860,13,8,1,15,1,11,5,10
30,Yes,Travel_Frequently,Research & Development,9,3,Other,Active,223,Male,5,Healthcare Representative,Married,11716,1,1860,14,8,0,1,2,1,0,0
27,Yes,Travel_Rarely,Sales,27,3,Life Sciences,Active,238,Male,2,Research Technician,Divorced,8056,0,1850,18,8,0,5,0,4,0,2
40,No,Travel_Rarely,Sales,5,5,Life Sciences,Active,839,Male,1,Manufacturing Supervisor,Single,9996,1,1850,12,8,2,21,4,21,7,7
34,No,Travel_Frequently,Sales,28,4,Marketing,Active,889,Male,5,Manufacturing Supervisor,Divorced,9892,1,1850,11,8,1,9,3,9,7,2
34,No,Travel_Rarely,Research & Development,1,5,Medical,Active,246,Male,1,Research Technician,Married,8232,1,1850,12,8,0,10,0,10,8,8
29,No,Travel_Rarely,Research & Development,10,3,Other,Active,337,Male,1,Research Technician,Married,15000,1,1850,11,8,0,10,3,10,0,7
27,No,Travel_Rarely,Sales,2,3,Life Sciences,Active,116,Male,1,Sales Executive,Divorced,13672,NA,1840,12,8,1,5,2,5,0,4
40,No,Travel_Rarely,Research & Development,22,1,Life Sciences,Active,899,Male,1,Laboratory Technician,Married,44584,1,1840,14,8,1,18,2,18,14,12
34,No,Travel_Rarely,Sales,25,5,Marketing,Active,830,Female,1,Research Technician,Married,27132,0,1840,17,8,2,12,3,11,5,7
34,No,Travel_Rarely,Research & Development,18,1,Medical,Active,267,Male,1,Healthcare Representative,Single,7664,1,1840,21,8,1,9,2,8,7,7
29,No,Travel_Rarely,Research & Development,3,4,Other,Active,1001,Female,2,Sales Representative,Divorced,16212,1,1840,13,8,1,1,3,1,0,0
27,No,Travel_Rarely,Sales,3,3,Life Sciences,Active,991,Male,2,Research Technician,Single,10872,1,1830,13,8,1,6,2,6,1,4
40,No,Travel_Rarely,Sales,6,3,Life Sciences,Active,985,Male,3,Manufacturing Supervisor,Single,16672,1,1830,11,8,1,21,6,21,12,8
34,No,Travel_Frequently,Sales,2,1,Marketing,Active,758,Female,3,Manager,Divorced,37312,5,1830,11,8,0,10,3,4,1,3
34,No,Travel_Rarely,Sales,9,4,Medical,Active,649,Female,2,Laboratory Technician,Married,7280,0,1830,15,8,1,2,3,1,0,0
29,No,Travel_Rarely,Sales,4,2,Other,Active,568,Female,2,Healthcare Representative,Married,9124,1,1830,22,8,0,10,2,10,1,2
27,No,Travel_Rarely,Research & Development,10,3,Life Sciences,Active,297,Female,1,Laboratory Technician,Single,21264,8,1820,13,8,0,9,6,7,0,7
40,No,Travel_Rarely,Sales,10,1,Life Sciences,Active,837,Female,1,Manufacturing Supervisor,Married,24000,0,1820,13,8,1,9,2,8,7,1
33,No,Travel_Frequently,Sales,1,3,Marketing,Active,458,Male,2,Human Resources,Married,17332,1,1820,14,8,1,6,2,6,1,2
34,No,Travel_Rarely,Research & Development,9,2,Medical,Active,770,Male,1,Sales Executive,Married,32320,5,1820,13,8,0,7,3,5,0,2
28,No,Travel_Frequently,Research & Development,2,3,Other,Active,664,Female,1,Research Technician,Single,9204,0,1820,19,8,0,5,3,4,0,2
27,No,Travel_Rarely,Research & Development,3,3,Life Sciences,Active,482,Male,2,Human Resources,Married,14000,0,1810,13,8,2,4,0,3,2,2
40,Yes,Non-Travel,Research & Development,2,4,Life Sciences,Active,449,Male,1,Human Resources,Single,36664,4,1810,15,8,0,22,2,1,0,0
33,No,Travel_Rarely,Sales,23,4,Marketing,Active,533,Female,4,Sales Executive,Divorced,17868,4,1810,12,8,0,9,3,3,1,2
34,No,Travel_Rarely,Research & Development,10,3,Medical,Active,922,Male,3,Laboratory Technician,Divorced,11668,1,1810,11,8,0,11,3,11,7,9
28,No,Travel_Rarely,Research & Development,7,3,Other,Active,32,Male,1,Human Resources,Single,16720,1,1810,13,8,0,5,6,5,0,2
27,No,Travel_Rarely,Research & Development,7,3,Life Sciences,Active,632,Male,3,Manufacturing Supervisor,Married,16664,1,1800,24,8,0,9,2,9,6,8
40,No,Travel_Rarely,Research & Development,1,4,Life Sciences,Active,875,Male,5,Laboratory Technician,Married,16752,1,1800,13,8,0,5,5,5,1,2
33,No,Travel_Rarely,Sales,13,4,Marketing,Active,242,Female,2,Manufacturing Supervisor,Divorced,9932,0,1800,18,8,1,6,2,5,1,2
34,No,Travel_Rarely,Research & Development,26,3,Medical,Active,205,Male,1,Laboratory Technician,Single,12692,1,1800,19,8,1,10,3,10,5,7
28,No,Travel_Rarely,Research & Development,10,3,Other,Active,507,Male,2,Sales Representative,Married,25332,1,1800,15,8,0,1,1,1,0,0
27,No,Travel_Rarely,Research & Development,2,4,Life Sciences,Active,739,Male,1,Human Resources,Married,48000,1,1790,16,8,2,6,2,6,4,4
39,No,Travel_Rarely,Sales,2,3,Life Sciences,Active,481,Male,3,Human Resources,Married,10588,1,1790,18,8,0,21,3,21,11,8
33,No,Travel_Rarely,Sales,26,2,Marketing,Active,626,Male,1,Research Technician,Married,22708,0,1790,12,8,0,15,0,14,4,10
34,No,Non-Travel,Research & Development,28,3,Medical,Active,136,Male,1,Laboratory Technician,Married,17332,9,1790,20,8,1,6,3,3,1,2
27,No,Travel_Rarely,Research & Development,20,4,Other,Active,460,Male,2,Manufacturing Supervisor,Married,13460,9,1790,17,8,2,4,2,2,2,2
27,No,Travel_Rarely,Research & Development,6,4,Life Sciences,Active,645,Male,2,Laboratory Technician,Divorced,11948,1,1780,19,8,0,5,2,5,0,3
39,Yes,Travel_Rarely,Research & Development,18,2,Life Sciences,Active,683,Male,2,Laboratory Technician,Single,20168,0,1780,20,8,0,6,3,5,0,3
33,No,Travel_Rarely,Sales,2,3,Marketing,Active,416,Female,1,Sales Executive,Single,11860,3,1780,16,8,1,6,4,3,0,2
34,No,Travel_Rarely,Research & Development,20,3,Medical,Active,303,Female,3,Laboratory Technician,Divorced,58732,3,1780,19,8,1,7,4,0,0,0
26,Yes,Travel_Frequently,Research & Development,22,4,Other,Active,357,Female,1,Sales Executive,Married,19000,1,1780,23,8,0,8,2,8,1,7
27,No,Travel_Frequently,Research & Development,29,1,Life Sciences,Active,280,Male,2,Manufacturing Supervisor,Divorced,11580,1,1770,14,8,0,9,2,9,1,7
39,No,Non-Travel,Research & Development,6,3,Life Sciences,Active,559,Male,1,Laboratory Technician,Single,13264,9,1770,15,8,0,9,2,5,0,3
33,Yes,Travel_Rarely,Sales,5,4,Marketing,Active,179,Male,2,Research Supervisor,Divorced,59996,7,1770,25,8,0,8,5,4,1,3
34,No,Travel_Rarely,Research & Development,1,2,Medical,Active,995,Female,2,Healthcare Representative,Married,10644,0,1770,11,8,0,6,5,5,1,2
26,No,Travel_Rarely,Research & Development,2,2,Other,Active,741,Male,3,Laboratory Technician,Single,23348,0,1770,20,8,1,5,2,4,1,1
27,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Active,713,Female,2,Laboratory Technician,Married,29764,8,1760,18,8,0,5,2,1,0,0
39,No,Non-Travel,Research & Development,29,2,Life Sciences,Active,735,Male,2,Sales Executive,Married,7520,3,1760,15,8,0,13,3,6,0,5
32,No,Non-Travel,Sales,18,3,Marketing,Active,425,Male,1,Laboratory Technician,Married,58732,6,1760,12,8,1,5,4,3,0,2
34,Yes,Travel_Frequently,Research & Development,5,3,Medical,Active,158,Male,2,Research Technician,Divorced,30640,0,1760,20,8,1,3,3,2,1,0
26,No,Travel_Frequently,Research & Development,1,4,Other,Active,21,Male,2,Laboratory Technician,Divorced,11332,1,1760,18,8,0,6,3,6,1,4
27,No,Non-Travel,Research & Development,2,3,Life Sciences,Active,74,Male,1,Research Supervisor,Married,7972,0,1750,17,8,0,6,3,5,1,4
39,No,Travel_Rarely,Research & Development,6,2,Life Sciences,Active,891,Male,3,Research Technician,Married,25000,2,1750,17,8,1,10,2,7,7,7
32,No,Travel_Rarely,Sales,2,3,Marketing,Active,49,Male,2,Laboratory Technician,Married,9332,1,1750,21,8,1,13,4,13,4,8
34,Yes,Travel_Rarely,Research & Development,7,1,Medical,Active,801,Male,1,Manager,Single,37312,0,1750,15,8,1,16,2,15,10,10
24,No,Travel_Rarely,Research & Development,5,1,Other,Active,768,Male,1,Manufacturing Supervisor,Married,13304,1,1750,15,8,1,5,5,5,0,3
27,No,Travel_Rarely,Research & Development,2,1,Life Sciences,Active,892,Male,4,Research Technician,Divorced,26800,1,1740,13,8,0,7,4,7,0,7
39,Yes,Travel_Rarely,Research & Development,10,4,Life Sciences,Active,412,Female,4,Human Resources,Married,8056,7,1740,11,8,0,8,3,2,2,2
32,No,Travel_Rarely,Sales,10,3,Marketing,Active,369,Female,1,Human Resources,Married,9580,5,1740,12,8,0,9,4,5,1,3
34,No,Travel_Frequently,Research & Development,2,4,Medical,Active,798,Female,5,Sales Representative,Divorced,15264,7,1740,20,8,0,16,3,14,6,9
22,No,Travel_Rarely,Research & Development,16,5,Other,Active,126,Male,1,Research Technician,Married,16752,1,1740,19,8,2,2,3,2,1,2
27,No,Travel_Frequently,Research & Development,13,2,Life Sciences,Active,319,Female,5,Research Technician,Married,32320,0,1730,12,8,0,5,5,4,1,1
39,No,Non-Travel,Research & Development,3,3,Life Sciences,Active,983,Female,5,Manufacturing Supervisor,Married,8856,1,1730,11,8,0,9,3,9,5,8
32,No,Travel_Frequently,Sales,1,1,Marketing,Active,969,Male,2,Laboratory Technician,Married,12668,6,1730,16,8,1,10,2,5,1,3
34,Yes,Travel_Rarely,Research & Development,7,4,Medical,Active,782,Male,2,Manager,Married,56588,1,1730,16,8,1,2,3,2,2,2
22,No,Travel_Rarely,Research & Development,8,3,Other,Active,477,Male,2,Sales Representative,Married,12132,NA,1730,21,8,1,4,2,4,1,1
27,No,Travel_Rarely,Sales,10,4,Life Sciences,Active,912,Male,5,Sales Executive,Married,15000,7,1720,14,8,1,5,2,3,0,2
39,No,Travel_Rarely,Sales,2,4,Life Sciences,Active,898,Male,5,Laboratory Technician,Divorced,19020,0,1720,17,8,0,11,5,10,0,7
32,No,Travel_Rarely,Sales,4,3,Marketing,Active,769,Male,1,Research Technician,Married,23272,4,1720,14,8,1,7,2,4,0,3
34,No,Travel_Rarely,Sales,13,4,Medical,Active,660,Male,5,Sales Representative,Single,7712,0,1720,14,8,1,4,3,3,0,2
19,Yes,Non-Travel,Sales,2,2,Other,Active,635,Male,3,Healthcare Representative,Single,33332,1,1720,18,8,0,1,2,1,0,0
27,No,Travel_Frequently,Research & Development,7,3,Life Sciences,Active,913,Male,1,Manager,Single,59464,2,1710,20,8,0,6,3,4,1,2
39,No,Travel_Rarely,Sales,1,4,Life Sciences,Active,57,Male,5,Sales Executive,Married,15000,1,1710,22,8,1,21,6,21,11,10
31,No,Travel_Rarely,Sales,24,1,Marketing,Active,639,Female,1,Sales Executive,Single,12728,1,1710,12,8,0,10,3,10,1,8
33,No,Travel_Rarely,Research & Development,16,3,Medical,Active,198,Female,1,Laboratory Technician,Divorced,9996,4,1710,16,8,0,10,2,6,0,5
18,No,Non-Travel,Sales,5,4,Other,Active,470,Male,2,Research Technician,Single,12116,1,1710,12,8,1,0,3,0,0,0
26,No,Travel_Frequently,Research & Development,9,3,Life Sciences,Active,27,Female,1,Research Technician,Married,8332,1,1700,22,8,0,5,3,5,3,3
38,No,Travel_Rarely,Research & Development,16,3,Life Sciences,Active,261,Male,4,Research Technician,Single,9512,0,1700,20,8,1,8,3,7,0,5
31,No,Travel_Frequently,Sales,3,3,Marketing,Active,982,Male,2,Sales Executive,Single,18608,2,1700,18,8,1,9,3,5,1,4
33,No,Travel_Frequently,Research & Development,9,2,Medical,Active,615,Female,1,Sales Executive,Married,18216,1,1700,14,8,2,10,5,10,0,1
60,No,Travel_Rarely,Sales,17,4,Medical,Active,952,Male,1,Research Technician,Divorced,10668,3,1700,13,8,1,19,5,1,0,0
26,Yes,Travel_Rarely,Research & Development,15,2,Life Sciences,Active,316,Male,2,Laboratory Technician,Single,12976,6,1690,19,8,1,6,2,4,1,2
38,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Active,863,Female,1,Manufacturing Supervisor,Single,18332,2,1690,13,8,0,8,5,3,1,2
31,No,Travel_Rarely,Sales,16,4,Marketing,Active,55,Female,2,Research Technician,Divorced,19440,0,1690,19,8,2,3,0,2,2,2
33,Yes,Travel_Frequently,Research & Development,15,4,Medical,Active,257,Female,1,Laboratory Technician,Single,65000,1,1690,11,8,0,10,3,10,9,7
59,No,Travel_Rarely,Research & Development,16,4,Medical,Active,486,Female,5,Laboratory Technician,Single,19540,3,1690,12,8,0,30,3,5,4,3
26,Yes,Travel_Frequently,Sales,14,3,Life Sciences,Active,125,Male,5,Research Technician,Single,10580,0,1680,18,8,3,7,3,6,0,4
38,No,Travel_Frequently,Research & Development,19,2,Life Sciences,Active,930,Male,2,Research Technician,Married,11860,7,1680,12,8,1,19,3,13,2,9
31,No,Travel_Rarely,Sales,1,3,Marketing,Active,227,Female,2,Sales Executive,Divorced,14828,4,1680,17,8,0,13,3,7,5,7
33,No,Non-Travel,Research & Development,2,4,Medical,Active,996,Male,1,Sales Representative,Single,13672,8,1680,14,8,1,13,4,11,1,7
58,Yes,Travel_Rarely,Sales,9,2,Medical,Active,443,Female,4,Sales Executive,Single,12620,4,1680,14,8,1,7,2,1,0,0
26,No,Travel_Frequently,Research & Development,2,2,Life Sciences,Active,314,Male,1,Manufacturing Supervisor,Divorced,21668,3,1670,11,8,1,5,2,2,2,0
38,No,Travel_Rarely,Research & Development,8,3,Life Sciences,Active,20,Female,5,Research Technician,Divorced,12208,1,1670,11,8,1,8,5,8,7,7
31,No,Travel_Rarely,Sales,7,4,Marketing,Active,53,Male,5,Sales Executive,Married,19800,3,1670,21,8,1,9,2,2,1,0
33,No,Travel_Frequently,Human Resources,10,3,Medical,Active,790,Female,2,Sales Executive,Married,18400,0,1670,14,8,3,5,2,4,0,3
56,No,Travel_Rarely,Sales,3,2,Medical,Active,699,Female,3,Manufacturing Supervisor,Single,9696,6,1670,16,8,1,36,6,7,7,7
26,Yes,Non-Travel,Research & Development,21,1,Life Sciences,Active,491,Female,1,Manufacturing Supervisor,Single,14000,8,1660,17,8,1,7,4,2,2,2
38,No,Travel_Rarely,Research & Development,5,2,Life Sciences,Active,50,Female,3,Research Technician,Married,13988,3,1660,19,8,2,19,4,10,0,1
30,No,Travel_Rarely,Sales,25,3,Marketing,Active,153,Male,1,Sales Executive,Single,10644,2,1660,20,8,1,11,5,5,0,2
33,Yes,Travel_Rarely,Research & Development,1,2,Medical,Active,305,Male,3,Laboratory Technician,Single,80664,1,1660,17,8,3,10,2,10,7,8
56,No,Travel_Rarely,Research & Development,2,4,Medical,Active,295,Male,1,Research Technician,Married,12000,7,1660,12,8,0,30,6,10,1,1
26,No,Travel_Rarely,Research & Development,4,3,Life Sciences,Active,861,Male,1,Research Supervisor,Married,10832,1,1650,11,8,0,1,6,1,0,0
38,No,Travel_Rarely,Research & Development,9,4,Life Sciences,Active,272,Male,1,Sales Executive,Single,19460,0,1650,12,8,1,10,2,9,1,8
30,No,Travel_Rarely,Sales,29,3,Marketing,Active,617,Male,1,Sales Executive,Divorced,30312,1,1650,14,8,1,10,2,10,8,9
33,No,Travel_Rarely,Research & Development,9,3,Medical,Active,838,Female,2,Manufacturing Supervisor,Married,17200,1,1650,17,8,0,15,3,15,5,7
55,No,Travel_Rarely,Research & Development,11,1,Medical,Active,859,Female,1,Laboratory Technician,Married,9532,1,1650,18,8,0,36,6,36,2,13
26,No,Travel_Rarely,Research & Development,1,4,Life Sciences,Active,586,Male,2,Sales Representative,Married,12664,1,1640,21,8,1,8,3,8,0,7
38,No,Travel_Frequently,Sales,2,4,Life Sciences,Active,321,Female,2,Research Technician,Single,17332,6,1640,11,8,1,17,3,15,4,12
30,No,Travel_Rarely,Sales,9,4,Marketing,Active,976,Male,1,Laboratory Technician,Married,9320,1,1640,17,8,1,10,3,10,0,8
33,No,Travel_Frequently,Research & Development,2,3,Medical,Active,733,Female,1,Sales Executive,Married,12668,6,1640,17,8,0,8,2,5,1,2
55,No,Non-Travel,Research & Development,2,3,Medical,Active,517,Female,5,Research Technician,Single,22596,7,1640,16,8,0,31,2,9,6,2
26,No,Travel_Rarely,Research & Development,29,4,Life Sciences,Active,747,Male,1,Research Technician,Single,22832,0,1630,22,8,0,8,2,7,0,7
38,No,Non-Travel,Sales,4,3,Life Sciences,Active,446,Male,2,Research Supervisor,Single,12400,1,1630,23,8,1,6,2,5,1,3
30,No,Travel_Rarely,Sales,9,1,Marketing,Active,684,Male,4,Research Supervisor,Married,13432,0,1630,18,8,0,10,2,9,6,7
33,No,Travel_Rarely,Research & Development,1,4,Medical,Active,437,Female,4,Manufacturing Supervisor,Single,13800,0,1630,13,8,0,6,3,5,1,4
55,No,Travel_Rarely,Research & Development,1,3,Medical,Active,188,Female,5,Sales Executive,Single,18464,3,1630,11,8,0,37,5,10,7,7
26,No,Travel_Rarely,Research & Development,7,2,Life Sciences,Active,248,Male,1,Manufacturing Supervisor,Married,6500,1,1620,13,8,1,3,5,3,0,2
38,No,Travel_Rarely,Research & Development,2,4,Life Sciences,Active,904,Female,3,Sales Executive,Married,20740,3,1620,11,8,0,10,3,5,0,2
30,No,Travel_Rarely,Sales,20,3,Marketing,Active,608,Male,3,Sales Executive,Divorced,25024,8,1620,18,8,0,8,3,4,0,3
33,No,Travel_Frequently,Sales,9,3,Medical,Active,545,Female,2,Research Technician,Married,31604,0,1620,12,8,0,4,2,3,0,2
54,No,Travel_Rarely,Research & Development,5,3,Medical,Active,514,Female,2,Manufacturing Supervisor,Married,22984,6,1620,11,8,0,13,0,9,7,0
26,Yes,Travel_Frequently,Research & Development,2,1,Life Sciences,Active,196,Female,2,Laboratory Technician,Divorced,18940,0,1610,12,8,0,8,3,7,1,0
38,No,Travel_Rarely,Research & Development,5,3,Life Sciences,Active,214,Female,1,Research Technician,Married,24532,3,1610,16,8,1,18,2,1,0,0
30,No,Travel_Rarely,Sales,9,3,Marketing,Active,629,Female,1,Research Technician,Married,22596,0,1610,19,8,1,12,2,11,5,7
33,No,Non-Travel,Research & Development,18,2,Medical,Active,941,Female,2,Healthcare Representative,Divorced,17376,1,1610,13,8,0,7,6,6,1,2
54,No,Travel_Frequently,Research & Development,9,2,Medical,Active,633,Male,2,Sales Representative,Divorced,17152,7,1610,14,8,1,33,2,5,1,4
26,No,Travel_Rarely,Human Resources,9,3,Life Sciences,Active,655,Male,5,Research Technician,Single,29804,1,1600,11,8,1,8,4,8,2,2
38,No,Travel_Rarely,Sales,2,4,Life Sciences,Active,706,Female,1,Research Technician,Divorced,33332,3,1600,18,8,0,11,5,7,1,7
30,Yes,Travel_Frequently,Sales,3,2,Marketing,Active,128,Male,3,Research Technician,Single,28668,9,1600,19,8,0,3,2,1,0,0
33,No,Travel_Rarely,Research & Development,7,3,Medical,Active,932,Male,5,Sales Executive,Divorced,21264,1,1600,18,8,3,6,3,6,0,4
54,No,Travel_Rarely,Research & Development,2,4,Medical,Active,174,Male,2,Human Resources,Single,12800,7,1600,11,8,3,19,2,1,0,0
26,Yes,Travel_Frequently,Sales,2,3,Life Sciences,Active,505,Male,2,Manager,Married,34000,6,1590,14,8,2,6,2,3,1,2
38,No,Travel_Rarely,Research & Development,11,2,Life Sciences,Active,945,Male,5,Sales Executive,Married,38240,7,1590,11,8,1,7,3,0,0,0
30,No,Travel_Rarely,Sales,3,4,Marketing,Active,445,Male,1,Sales Executive,Divorced,32000,5,1590,14,8,1,10,3,8,7,7
33,No,Travel_Rarely,Research & Development,9,1,Medical,Active,848,Male,5,Healthcare Representative,Married,50000,2,1590,20,8,1,8,2,2,2,2
54,No,Travel_Rarely,Sales,23,3,Medical,Active,471,Female,1,Laboratory Technician,Married,16920,8,1590,13,8,1,22,2,10,0,8
25,No,Travel_Rarely,Research & Development,7,4,Life Sciences,Active,736,Male,1,Sales Executive,Married,14164,2,1580,13,8,3,6,2,3,1,2
37,No,Travel_Rarely,Research & Development,14,4,Life Sciences,Active,598,Male,3,Research Technician,Married,6152,1,1580,13,8,0,14,1,14,3,11
29,No,Travel_Rarely,Sales,20,3,Marketing,Active,298,Female,2,Research Technician,Divorced,8856,1,1580,15,8,1,2,3,2,2,2
32,No,Travel_Frequently,Research & Development,12,5,Medical,Active,384,Male,1,Research Technician,Married,9188,1,1580,13,8,1,10,3,10,5,3
54,No,Travel_Rarely,Sales,1,3,Medical,Active,751,Female,2,Research Technician,Single,18664,6,1580,18,8,2,29,2,20,12,7
25,No,Travel_Rarely,Sales,11,3,Life Sciences,Active,377,Female,1,Laboratory Technician,Married,9532,1,1570,11,8,1,5,2,5,0,3
37,No,Travel_Rarely,Research & Development,16,3,Life Sciences,Active,265,Male,3,Research Technician,Single,7200,3,1570,11,8,0,4,2,1,0,0
29,Yes,Travel_Rarely,Sales,4,3,Marketing,Active,992,Male,4,Research Technician,Single,12000,1,1570,13,8,0,2,3,2,2,2
32,Yes,Travel_Rarely,Research & Development,9,1,Medical,Active,399,Female,1,Laboratory Technician,Single,32000,1,1570,15,8,1,1,5,1,0,1
54,No,Travel_Rarely,Research & Development,18,4,Medical,Active,318,Female,2,Laboratory Technician,Divorced,9384,9,1570,15,8,1,9,2,5,1,4
25,Yes,Travel_Rarely,Research & Development,5,2,Life Sciences,Active,148,Female,3,Laboratory Technician,Married,12500,5,1560,13,8,0,6,3,2,0,2
37,No,Travel_Rarely,Sales,1,4,Life Sciences,Active,83,Male,2,Healthcare Representative,Divorced,22272,7,1560,14,8,0,8,4,6,0,4
29,Yes,Travel_Rarely,Sales,2,4,Marketing,Active,332,Female,4,Research Technician,Married,12600,1,1560,13,8,2,1,2,1,0,0
32,Yes,Travel_Rarely,Research & Development,26,3,Medical,Active,980,Female,2,Research Supervisor,Single,29332,6,1560,13,8,2,10,3,0,0,0
53,No,Travel_Frequently,Sales,8,2,Medical,Active,503,Male,5,Research Technician,Married,16000,2,1560,20,8,1,30,2,15,6,12
25,No,Travel_Rarely,Research & Development,18,2,Life Sciences,Active,677,Male,1,Research Technician,Single,12292,1,1550,25,8,0,2,0,2,2,1
37,No,Travel_Rarely,Research & Development,20,5,Life Sciences,Active,744,Male,5,Research Technician,Single,12668,4,1550,13,8,1,8,1,3,0,2
29,No,Non-Travel,Sales,22,4,Marketing,Active,92,Male,2,Human Resources,Married,24332,1,1550,22,8,0,4,1,4,0,2
32,No,Travel_Rarely,Research & Development,22,4,Medical,Active,844,Male,1,Sales Executive,Married,15264,3,1550,22,8,0,12,0,7,2,5
53,No,Travel_Rarely,Research & Development,1,1,Medical,Active,392,Male,1,Sales Executive,Single,17400,6,1550,22,8,1,33,2,12,3,8
25,No,Travel_Rarely,Research & Development,8,3,Life Sciences,,306,Male,5,Research Technician,Single,12344,1,1540,15,8,0,6,3,6,1,4
37,No,Travel_Frequently,Research & Development,13,4,Life Sciences,Active,391,Female,3,Human Resources,Married,14040,5,1540,11,8,0,10,1,5,0,0
29,Yes,Travel_Rarely,Sales,3,3,Marketing,Active,388,Male,3,Laboratory Technician,Divorced,23276,6,1540,12,8,0,5,2,3,0,2
32,No,Travel_Rarely,Research & Development,3,4,Medical,Active,365,Female,4,Sales Executive,Divorced,13092,2,1540,20,8,0,8,3,5,0,3
52,No,Travel_Rarely,Research & Development,12,3,Medical,Active,151,Male,2,Research Technician,Married,6000,2,1540,11,8,1,31,3,5,1,4
25,Yes,Travel_Rarely,Research & Development,1,2,Life Sciences,,426,Male,1,Sales Executive,Married,19780,1,1530,15,8,1,1,3,1,0,0
37,No,Travel_Rarely,Research & Development,8,1,Life Sciences,Active,207,Male,1,Sales Executive,Single,4100,4,1530,16,8,1,12,5,6,1,2
29,Yes,Travel_Frequently,Sales,3,2,Marketing,Active,750,Female,5,Laboratory Technician,Single,20200,0,1530,15,8,1,9,2,8,7,7
32,No,Travel_Rarely,Sales,1,3,Medical,Active,274,Male,2,Sales Executive,Single,13640,3,1530,14,8,0,10,6,7,7,7
52,Yes,Travel_Rarely,Research & Development,5,4,Medical,Active,492,Female,4,Human Resources,Married,12276,1,1530,13,8,1,33,2,32,6,9
25,Yes,Travel_Rarely,Sales,16,4,Life Sciences,,764,Male,5,Research Technician,Married,23820,3,1520,19,8,0,6,3,3,2,2
37,No,Travel_Rarely,Sales,24,2,Life Sciences,Active,371,Female,4,Laboratory Technician,Divorced,13864,4,1520,15,8,0,9,2,1,0,0
28,Yes,Travel_Frequently,Sales,1,3,Marketing,Active,811,Male,2,Laboratory Technician,Single,37292,7,1520,12,8,0,8,3,0,0,0
32,No,Non-Travel,Research & Development,15,3,Medical,Active,499,Male,5,Research Technician,Single,17152,9,1520,20,8,0,10,6,8,7,7
52,No,Travel_Rarely,Sales,2,1,Medical,Active,211,Male,1,Laboratory Technician,Divorced,11680,NA,1520,11,8,1,18,2,10,6,9
25,Yes,Travel_Frequently,Research & Development,1,1,Life Sciences,,654,Male,1,Manufacturing Supervisor,Single,13836,1,1510,11,8,1,1,3,1,1,0
37,No,Travel_Rarely,Research & Development,23,3,Life Sciences,Active,575,Male,3,Manufacturing Supervisor,Divorced,59520,7,1510,16,8,1,NA,2,6,1,3
28,No,Travel_Rarely,Sales,2,4,Marketing,Active,562,Male,1,Sales Executive,Married,19548,0,1510,11,8,0,6,4,5,0,4
32,No,Travel_Rarely,Research & Development,3,1,Medical,Active,343,Male,2,Manufacturing Supervisor,Married,9600,1,1510,14,8,0,14,2,14,6,8
51,No,Travel_Frequently,Sales,21,4,Medical,Active,673,Male,2,Research Technician,Single,8884,0,1510,17,8,0,8,3,7,7,7
25,No,Travel_Rarely,Research & Development,2,3,Life Sciences,,221,Male,2,Manager,Married,95212,1,1500,16,8,0,7,3,7,0,6
37,No,Travel_Rarely,Research & Development,1,3,Life Sciences,Active,510,Male,1,Laboratory Technician,Single,10332,3,1500,23,8,0,8,6,4,0,1
28,No,Travel_Rarely,Sales,8,4,Marketing,Active,812,Male,1,Laboratory Technician,Divorced,18764,1,1500,16,8,0,1,3,1,0,0
32,No,Travel_Rarely,Research & Development,2,3,Medical,Active,94,Male,2,Research Technician,Married,24180,1,1500,13,8,0,8,0,8,0,7
51,Yes,Travel_Rarely,Sales,23,3,Medical,Active,522,Female,5,Research Technician,Married,10000,9,1500,20,8,0,18,2,10,2,7
24,No,Travel_Rarely,Research & Development,6,3,Life Sciences,,960,Male,3,Sales Executive,Married,12040,1,1490,13,8,0,5,3,5,0,4
37,No,Travel_Rarely,Research & Development,1,3,Life Sciences,Active,16,Male,2,Healthcare Representative,Married,14404,4,1490,11,8,0,7,2,5,0,1
27,No,Travel_Rarely,Sales,9,3,Marketing,Active,255,Male,5,Research Supervisor,Single,25000,0,1490,14,8,1,5,3,4,1,1
32,No,Travel_Rarely,Research & Development,1,4,Medical,Active,734,Male,5,Research Supervisor,Married,18608,0,1490,12,8,1,4,3,3,1,2
51,No,Travel_Frequently,Research & Development,20,3,Medical,Active,730,Male,2,Sales Executive,Married,23692,2,1490,11,8,1,14,2,4,3,2
